The depths have been converted from SS-S660S times using 20 second
PREM and have been corrected for upper mantle velocity structure
using HMSL-S06, except with 6 degree blocks rather than 4 degress.
Please see Houser et al. (2008) Determination and analysis of long-wavelength transition zone structure using SS precursors, GJI, 174, 178-194. for details
 longitude  latitude  depth from average (km)  error (km)  average depth (km)
  260.  85.4000015 -9.85308838  6.20166016  650.249146
  2.29999995  85.4000015 -11.0779419  4.32537842  650.249146
  98.4000015  85.9000015 -12.9870605  7.7600708  650.249146
  205.100006  81.4000015 -3.01818848  12.0646057  650.249146
  243.800003  81.9000015 -6.45471191  7.70016479  650.249146
  276.700012  81.4000015 -3.58514404  7.13919067  650.249146
  326.399994  81.6999969  2.73797607  9.76916504  650.249146
  1.29999995  83.  5.64886475  8.00030518  650.249146
  32.9000015  83.6999969  3.37640381  4.1574707  650.249146
  75.4000015  83.1999969 -7.1987915  14.5024414  650.249146
  126.599998  82.6999969 -20.1152954  7.19891357  650.249146
  155.  82.3000031 -10.1365967  8.57000732  650.249146
  201.399994  77.8000031 -27.2791138  9.46490479  650.249146
  215.  77.1999969 -8.15423584  5.74563599  650.249146
  233.199997  77. -0.962097168  11.0839539  650.249146
  262.  76.3000031  0.466796875  4.40341187  650.249146
  279.399994  77.5999985  0.112854004  3.2678833  650.249146
  301.600006  77.5999985  3.73132324  3.15841675  650.249146
  328.  77.5999985  11.307312  4.98348999  650.249146
  344.200012  78.  7.42407227  5.43988037  650.249146
  6.19999981  77. -4.75463867  11.3155823  650.249146
  45.  77.3000031  7.42407227  16.0266418  650.249146
  59.4000015  77. -2.55743408  4.40093994  650.249146
  73.  77.1999969  4.08636475  4.93878174  650.249146
  93.3000031  76.9000015  10.6676636  13.1316223  650.249146
  126.300003  77.9000015 -7.76446533  40.0509644  650.249146
  151.399994  77.1999969  4.08636475  4.01043701  650.249146
  164.699997  77.1999969 -6.06488037  7.5947876  650.249146
  188.  71.4000015 -30.8594971  19.547699  650.249146
  206.600006  72. -12.5275269  4.46472168  650.249146
  221.199997  72.5  1.07086182  7.10018921  650.249146
  239.  72.4000015  2.56011963  4.86700439  650.249146
  254.5  72.4000015 -0.642333984  6.84890747  650.249146
  269.700012  73.3000031 -8.01245117  3.16113281  650.249146
  283.299988  73.4000015 -1.4230957  2.77099609  650.249146
  306.100006  72. -5.95861816  3.61276245  650.249146
  316.100006  72.5999985  3.76708984  4.01016235  650.249146
  335.100006  73.4000015  18.1451416  4.27914429  650.249146
  350.799988  72.0999985 -2.87701416  4.6131897  650.249146
  7.5  72.3000031 -8.33166504  8.61590576  650.249146
  17.2000008  72.0999985 -8.40301514  8.82785034  650.249146
  43.4000015  73.9000015 -20.4539185  31.6125488  650.249146
  59.7000008  72.3000031 -10.9013672  19.1472168  650.249146
  74.5999985  71.5  8.34765625  5.40585327  650.249146
  87.9000015  71.6999969  10.489502  3.63137817  650.249146
